generic_name,drug_name,num_claims,total_cost
TICLOPIDINE HCL,TICLOPIDINE HCL,22,1543.86
TIGECYCLINE,TYGACIL,2833,2817503.02
TIMOLOL,BETIMOL,11834,1573453.9400000009
TIMOLOL MALEATE,ISTALOL,17831,4626030.770000003
TIMOLOL MALEATE,TIMOLOL MALEATE,2076522,61685115.6500002
TIMOLOL MALEATE,TIMOPTIC,358,57231.68999999999
TIMOLOL MALEATE,TIMOPTIC-XE,451,86685.28000000001
TIMOLOL MALEATE/PF,TIMOPTIC OCUDOSE,8306,3808041.4599999995
TINIDAZOLE,TINIDAZOLE,1269,204342.77000000002
TIOPRONIN,THIOLA,888,6183778.8500000015
TIOTROPIUM BR/OLODATEROL HCL,STIOLTO RESPIMAT,3547,1270066.499999999
TIOTROPIUM BROMIDE,SPIRIVA,4792412,1915110365.0499885
TIOTROPIUM BROMIDE,SPIRIVA RESPIMAT,168075,61256865.87000023
TIPRANAVIR,APTIVUS,1603,2146487.49
TIZANIDINE HCL,TIZANIDINE HCL,3235144,93933050.86999935
TIZANIDINE HCL,ZANAFLEX,894,257610.83
TOBRAMYCIN,TOBI PODHALER,269,2174841.9800000004
TOBRAMYCIN,TOBRAMYCIN,104319,961512.3500000014
TOBRAMYCIN,TOBREX,1053,149801.22
TOBRAMYCIN IN 0.225% NACL,TOBI,14,61770.5
TOBRAMYCIN IN 0.225% NACL,TOBRAMYCIN,172,199741.30999999997
TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,4981,703920.4199999996
TOBRAMYCIN/DEXAMETHASONE,TOBRADEX,39726,7901485.100000005
TOBRAMYCIN/DEXAMETHASONE,TOBRADEX ST,2134,349278.5400000001
TOBRAMYCIN/DEXAMETHASONE,TOBRAMYCIN-DEXAMETHASONE,298063,26788089.940000042
TOBRAMYCIN/LOTEPRED ETAB,ZYLET,5339,1287523.8200000003
TOCILIZUMAB,ACTEMRA,12622,28926777.089999977
TOFACITINIB CITRATE,XELJANZ,36861,110262723.0900001
TOLAZAMIDE,TOLAZAMIDE,139,11997.18
TOLBUTAMIDE,TOLBUTAMIDE,318,19153.629999999997
TOLCAPONE,TASMAR,583,4831190.359999999
TOLCAPONE,TOLCAPONE,43,393443.54
TOLMETIN SODIUM,TOLMETIN SODIUM,765,109528.16999999997
TOLTERODINE TARTRATE,DETROL,266,59587.170000000006
TOLTERODINE TARTRATE,DETROL LA,6895,1822097.2400000016
TOLTERODINE TARTRATE,TOLTERODINE TARTRATE,146010,16272725.959999973
TOLTERODINE TARTRATE,TOLTERODINE TARTRATE ER,554040,118185506.66000007
TOLVAPTAN,SAMSCA,1967,13520426.549999999
TOPIRAMATE,QUDEXY XR,223,145748.49999999997
TOPIRAMATE,TOPAMAX,32218,30957574.969999984
TOPIRAMATE,TOPIRAMATE,2365813,34279542.059999995
TOPIRAMATE,TOPIRAMATE ER,741,392242.6600000001
TOPIRAMATE,TROKENDI XR,9851,7276904.179999999
TOREMIFENE CITRATE,FARESTON,781,874832.0799999998
TORSEMIDE,DEMADEX,359,55063.789999999986
TORSEMIDE,TORSEMIDE,1076096,18269978.92999997
TRAMADOL HCL,CONZIP,394,141601.33000000002
TRAMADOL HCL,TRAMADOL HCL,13101246,98767766.68000236
TRAMADOL HCL,TRAMADOL HCL ER,74516,9013046.619999982
TRAMADOL HCL,ULTRAM,2499,800847.7000000001
TRAMADOL HCL,ULTRAM ER,491,159058.86000000002
TRAMADOL HCL/ACETAMINOPHEN,TRAMADOL HCL-ACETAMINOPHEN,552953,11157597.30999996
TRAMADOL HCL/ACETAMINOPHEN,ULTRACET,736,212341.12000000002
TRAMETINIB DIMETHYL SULFOXIDE,MEKINIST,1737,16569842.5
TRANDOLAPRIL,MAVIK,142,9735.730000000001
TRANDOLAPRIL,TRANDOLAPRIL,65474,1216857.4799999986
TRANDOLAPRIL/VERAPAMIL HCL,TARKA,2581,433093.0299999999
TRANDOLAPRIL/VERAPAMIL HCL,TRANDOLAPRIL-VERAPAMIL ER,222,29625.4
TRANEXAMIC ACID,TRANEXAMIC ACID,919,180396.06
TRANYLCYPROMINE SULFATE,PARNATE,428,520183.6
TRANYLCYPROMINE SULFATE,TRANYLCYPROMINE SULFATE,6299,1856599.6500000006
TRASTUZUMAB,HERCEPTIN,1674,9086472.010000002
TRAVOPROST,TRAVATAN Z,1579059,297605100.1999988
TRAVOPROST (BENZALKONIUM),TRAVOPROST,19263,2755397.9499999983
TRAZODONE HCL,OLEPTRO ER,405,47238.04
TRAZODONE HCL,TRAZODONE HCL,10481427,79544582.3700002
TREPROSTINIL DIOLAMINE,ORENITRAM ER,8953,54353051.39000004
TREPROSTINIL SODIUM,REMODULIN,86,1690321.4999999998
TREPROSTINIL/NEB ACCESSORIES,TYVASO,75,1147982.62
TRETINOIN,ATRALIN,34,15528.829999999998
TRETINOIN,RETIN-A,5507,299351.98
TRETINOIN,TRETINOIN,49410,7652894.730000019
TRETINOIN MICROSPHERES,RETIN-A MICRO,34,15143.66
TRETINOIN MICROSPHERES,RETIN-A MICRO PUMP,23,18617.47
TRETINOIN MICROSPHERES,TRETINOIN MICROSPHERE,237,84308.26000000001
TRIAMCINOLONE ACETONIDE,KENALOG,377,172605.2
TRIAMCINOLONE ACETONIDE,KENALOG-10,43,512.04
TRIAMCINOLONE ACETONIDE,KENALOG-40,11078,201346.5200000003
TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,3149874,55437954.85000037
TRIAMCINOLONE ACETONIDE,TRIANEX,12,10417.68
TRIAMCINOLONE/DIMETH/SILICONE,DERMACINRX SILAPAK,13,57005.19
TRIAMCINOLONE/DIMETH/SILICONE,DERMASILKRX SDS,44,219952.71
TRIAMCINOLONE/EMOLLIENT CMB#86,DERMASORB TA,21,9576.44
TRIAMTERENE,DYRENIUM,5146,1346746.69
TRIAMTERENE/HYDROCHLOROTHIAZID,DYAZIDE,2534,138381.4800000001
TRIAMTERENE/HYDROCHLOROTHIAZID,MAXZIDE,573,58937.500000000015
TRIAMTERENE/HYDROCHLOROTHIAZID,MAXZIDE-25 MG,801,37543.810000000005
TRIAMTERENE/HYDROCHLOROTHIAZID,TRIAMTERENE-HYDROCHLOROTHIAZID,4057425,47873790.57000028
TRIAZOLAM,HALCION,295,47233.979999999996
TRIAZOLAM,TRIAZOLAM,82421,3103872.779999994
TRIENTINE HCL,SYPRINE,371,6700753.710000001
TRIFLUOPERAZINE HCL,TRIFLUOPERAZINE HCL,75470,5057930.389999991
TRIFLURIDINE,TRIFLURIDINE,1441,197219.22000000006
TRIFLURIDINE,VIROPTIC,24,10791.25
TRIFLURIDINE/TIPIRACIL HCL,LONSURF,40,264844.17000000004
TRIHEXYPHENIDYL HCL,TRIHEXYPHENIDYL HCL,237761,2472267.8500000034
TRIMETHOBENZAMIDE HCL,TIGAN,248,48895.0
TRIMETHOBENZAMIDE HCL,TRIMETHOBENZAMIDE HCL,2692,217189.87000000014
TRIMETHOPRIM,PRIMSOL,83,16107.68
TRIMETHOPRIM,TRIMETHOPRIM,219263,3249777.7900000066
TRIMIPRAMINE MALEATE,SURMONTIL,813,293951.42
TRIPTORELIN PAMOATE,TRELSTAR,2973,6662095.5600000005
TRIPTORELIN PAMOATE,TRELSTAR DEPOT,12,9954.36
TROPICAMIDE,TROPICAMIDE,4784,49404.51
TROSPIUM CHLORIDE,TROSPIUM CHLORIDE,123780,12961337.560000004
TROSPIUM CHLORIDE,TROSPIUM CHLORIDE ER,51813,10869848.180000005
TYPHOID VACC VI CAPSULR POLYS,TYPHIM VI,4305,373844.63000000006
UMECLIDINIUM BRM/VILANTEROL TR,ANORO ELLIPTA,124790,42538032.3699999
UMECLIDINIUM BROMIDE,INCRUSE ELLIPTA,3859,1025902.8299999995
UREA,REA LO 40,101,6497.6900000000005
UREA,REMEVEN,60,1046.53
UREA,UMECTA,13,3700.94
UREA,UREA,80,7272.11
UREA,X-VIATE,608,21077.45
URSODIOL,ACTIGALL,246,158462.05999999997
URSODIOL,URSO,209,71167.23999999999
URSODIOL,URSO FORTE,261,113917.16000000002
URSODIOL,URSODIOL,235983,79843224.19999985
USTEKINUMAB,STELARA,4107,50687292.950000025
VALACYCLOVIR HCL,VALACYCLOVIR,840614,36101363.93999987
VALACYCLOVIR HCL,VALTREX,2415,1035531.9199999997
VALGANCICLOVIR HCL,VALCYTE,7243,20735514.770000003
VALGANCICLOVIR HCL,VALGANCICLOVIR HCL,40344,87861538.83999988
VALPROIC ACID,DEPAKENE,356,230934.46000000002
VALPROIC ACID,VALPROIC ACID,61487,2120802.5099999984
VALPROIC ACID (AS SODIUM SALT),DEPACON,12,55314.48
VALPROIC ACID (AS SODIUM SALT),DEPAKENE,956,727440.2899999999
VALPROIC ACID (AS SODIUM SALT),VALPROATE SODIUM,137,23725.93
VALPROIC ACID (AS SODIUM SALT),VALPROIC ACID,200700,4519798.530000003
VALSARTAN,DIOVAN,350928,78173506.10999994
VALSARTAN,VALSARTAN,3365187,267888405.96999997
VALSARTAN/HYDROCHLOROTHIAZIDE,DIOVAN HCT,18144,4385184.890000004
VALSARTAN/HYDROCHLOROTHIAZIDE,VALSARTAN-HYDROCHLOROTHIAZIDE,2774720,102571209.64000073
VANCOMYCIN HCL,VANCOMYCIN HCL,204625,37315476.32999997
VANCOMYCIN HCL/D5W,VANCOMYCIN HCL,5864,768719.5500000003
VANCOMYCIN HCL/D5W,VANCOMYCIN-D5W,411,13361.679999999997
"VANCOMYCIN IN DEXTROSE,ISO-OSM",VANCOMYCIN,1394,82094.46999999996
VANDETANIB,CAPRELSA,440,4842955.9
VARDENAFIL HCL,LEVITRA,4489,608530.3300000002
VARDENAFIL HCL,STAXYN,7207,611040.22
VARENICLINE TARTRATE,CHANTIX,78232,20988792.809999973
VARICELLA VACCINE LIVE/PF,VARIVAX VACCINE,520,58543.149999999994
VEDOLIZUMAB,ENTYVIO,149,799802.92
VELAGLUCERASE ALFA,VPRIV,245,6183978.859999999
VEMURAFENIB,ZELBORAF,713,5633310.289999999
VENLAFAXINE HCL,EFFEXOR XR,23308,9247476.290000001
VENLAFAXINE HCL,VENLAFAXINE HCL,625255,21220606.11999979
VENLAFAXINE HCL,VENLAFAXINE HCL ER,3980232,103358517.72000095
VERAPAMIL HCL,CALAN,40,9618.34
VERAPAMIL HCL,CALAN SR,1633,342312.7999999999
VERAPAMIL HCL,VERAPAMIL ER,1577867,36515754.37000015
VERAPAMIL HCL,VERAPAMIL ER PM,40682,3084803.5599999893
VERAPAMIL HCL,VERAPAMIL HCL,201355,5978512.729999965
VERAPAMIL HCL,VERAPAMIL SR,43349,2144003.4799999967
VERAPAMIL HCL,VERELAN,218,55192.38999999999
VERAPAMIL HCL,VERELAN PM,257,58714.659999999996
VIGABATRIN,SABRIL,1235,18310107.410000008
VILAZODONE HYDROCHLORIDE,VIIBRYD,196507,40212685.46000002
VINCRISTINE SULFATE,VINCRISTINE SULFATE,61,1005.92
VINORELBINE TARTRATE,VINORELBINE TARTRATE,118,14379.859999999999
VISMODEGIB,ERIVEDGE,2460,23573104.750000004
VIT B CMPLX 3/FA/VIT C/BIOTIN,NEPHRO-VITE RX,75,803.6899999999999
VIT B CMPLX 3/FA/VIT C/BIOTIN,RENA-VITE RX,23,244.01
VIT B CMPLX 3/FA/VIT C/BIOTIN,VOL-CARE RX,102,1025.1
VIT B CMPLX NO3/FA/C/BIOT/ZINC,NEPHPLEX RX,73,851.63
VORAPAXAR SULFATE,ZONTIVITY,948,297176.5399999999
VORICONAZOLE,VFEND,38,117688.76
VORICONAZOLE,VFEND IV,67,9299.63
VORICONAZOLE,VORICONAZOLE,7777,9294446.82
VORINOSTAT,ZOLINZA,273,1932031.39
VORTIOXETINE HYDROBROMIDE,BRINTELLIX,124489,35913495.639999874
WARFARIN SODIUM,COUMADIN,296927,25082176.909999944
WARFARIN SODIUM,JANTOVEN,819214,8193768.509999991
WARFARIN SODIUM,WARFARIN SODIUM,14310737,173939024.5600002
"WATER FOR IRRIGATION,STERILE",WATER,10207,224237.12999999995
WEED POLLEN-SHORT RAGWEED,RAGWITEK,24,6018.72
YELLOW FEVER VACCINE LIVE/PF,YF-VAX,929,120940.40999999999
ZAFIRLUKAST,ACCOLATE,479,94471.87000000002
ZAFIRLUKAST,ZAFIRLUKAST,56596,5472142.39999999
ZALEPLON,SONATA,368,110000.04
ZALEPLON,ZALEPLON,94505,2645564.9300000016
ZANAMIVIR,RELENZA,46,3386.2
ZIDOVUDINE,ZIDOVUDINE,11541,423327.70999999996
ZILEUTON,ZYFLO,218,509894.49
ZILEUTON,ZYFLO CR,1887,5780926.459999998
ZIPRASIDONE HCL,GEODON,7292,6060571.459999997
ZIPRASIDONE HCL,ZIPRASIDONE HCL,850138,90247203.58999959
ZIPRASIDONE MESYLATE,GEODON,3309,545753.6100000001
ZOLEDRONIC ACID,ZOLEDRONIC ACID,1719,672107.2100000003
ZOLEDRONIC ACID,ZOMETA,32,29410.760000000002
ZOLEDRONIC ACID/MANNITOL&WATER,RECLAST,20,22585.11
ZOLEDRONIC ACID/MANNITOL&WATER,ZOLEDRONIC ACID,1402,836568.3399999999
ZOLEDRONIC ACID/MANNITOL&WATER,ZOMETA,13,11316.89
ZOLMITRIPTAN,ZOLMITRIPTAN,10347,1204503.28
ZOLMITRIPTAN,ZOLMITRIPTAN ODT,2192,284688.5900000001
ZOLMITRIPTAN,ZOMIG,2683,1744823.5899999999
ZOLMITRIPTAN,ZOMIG ZMT,77,45383.939999999995
ZOLPIDEM TARTRATE,AMBIEN,11141,4757639.560000009
ZOLPIDEM TARTRATE,AMBIEN CR,9850,3756873.510000003
ZOLPIDEM TARTRATE,EDLUAR,1252,429951.87999999995
ZOLPIDEM TARTRATE,INTERMEZZO,933,240537.73000000004
ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE,7775703,86938334.11999808
ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE ER,183420,15514878.649999965
ZONISAMIDE,ZONEGRAN,7006,9560199.0
ZONISAMIDE,ZONISAMIDE,257993,7618194.299999984
ZOSTER VACCINE LIVE/PF,ZOSTAVAX,674173,139399869.3300004
